영문공항명,한글공항명,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명,도시명
Milos Island National Airport,밀로스 아일랜드 내셔널 공항,MLO,LGML,유럽,Greece,그리스,Milos,밀로스
Minangkabau International Airport,미낭카바우 국제공항,PDG,WIPT,아시아,Indonesia,인도네시아,Padang,파당
Minatitlan / Coatzacoalcos National Airport,미나티틀란 코아차콜코스 내셔널 공항,MTT,MMMT,중남미,Mexico,멕시코,Minatitlan,미나티틀란
Mineralnye Vody Airport,미네랄예 보디 공항,MRV,URMM,유럽,Russia,러시아,Mineralnye Vody,미네랄니 보디
Mingaladon Airport,밍갈라돈 공항,RGN,VYYY,아시아,Myanmar,버마,Yangon,양곤
Ministro Pistarini Airport ,미니스트로 피스타리니 공항 ,EZE,SAEZ,중남미,Argentina,아르헨티나,Buenos Aires,부에노스아이레스
Ministro Victor Konder International Airport,미니스터 빅토 컨더 국제공항,NVT,SBNF,중남미,Brazil,브라질,Navegantes,나베간테스
Minna Airport,민나 공항,MXJ,DNMN,아프리카,Nigeria,나이지리아,Minna,미나
Minneapolis St Paul International Airport,미니애폴리스 세인트폴 국제공항,MSP,KMSP,북미,United States,미국,Minneapolis MN,미니애폴리스 MN
Minsk International 2 Airport,민스크 2 국제공항,MSQ,UMMS,유럽,Belarus,벨로루시,Minsk,민스크
Miquelon Airport,미끌롱 공항,MQC,LFVM,북미,Saint Pierre and Miquelon,생피에르미클롱,MIQUELON ISLAND,미켈론 섬
Miraflores Airport,미라플로레스 공항,MFS,SKMF,중남미,Colombia,콜롬비아,Miraflores,미라플로레스
Miramare Airport,미라마레 공항,RMI,LIPR,유럽,Italy,이탈리아,Rimini,리미니
Mirecourt Airport,미레쿠 공항,EPL,LFSG,유럽,France,프랑스,Vosges,보주
Miri Airport,미리 공항,MYY,WBGR,아시아,Malaysia,말레이시아,Miri,미리
Mirny Airport,미르느이 공항,MJZ,UERR,유럽,Russia,러시아,Mirny,미르니
Misawa Air Base / Misawa Airport,미사와 공항,MSJ,RJSM,아시아,Japan,일본,Misawa,미사와
Miyakejima Airport,미아케지마 공항,MYE,RJTQ,아시아,Japan,일본,Miyakejima,미야케지마
Miyazaki Airport,미야자키 공항,KMI,RJFM,아시아,Japan,일본,Miyazaki,미야자키
Mobile Regional Airport,모빌 지역공항,MOB,KMOB,북미,United States,미국,Mobile AL,모바일 AL
Mocimboa da Praia Airport,모킴보아드프라이아 공항,MZB,FQMP,아프리카,Mozambique,모잠비크,Mocimboa da praia,모킴보아다프라이아
Moenjodaro Airport,모헨조다로 공항,MJD,OPMJ,아시아,Pakistan,파키스탄,Moenjodaro,모엔조다로
Mogador Airport,모가도 공항 ,ESU,GMMI,아프리카,Morocco,모로코,Essaouira,에사우이라
Mohamed V Airport,모하메드 V 공항,CMN,GMMN,아프리카,Morocco,모로코,Casablanca,카사블랑카
Mohe Gulian Airport,모헤 굴리안 공항,OHE,ZYMH,아시아,Macao,마카오,Mohe,모헤
Moi International Airport ,모이 국제공항,MBA,HKMO,아프리카,Kenya,케냐,Mombasa,몸바사
Moises Benzaquen Rengifo Airport,모세스 벤자켄 렝기포 공항,YMS,SPMS,중남미,Peru,페루,Yurimaguas ,유리마구아스
Mokraya Airport,모크라야 공항,OZH,UKDE,유럽,Ukraine,우크라이나,Zaporozhye,자포로즈혜
Monaco Heliport,모나코 헬리포트,MCM,LNMC,유럽,Monaco,모나코,Monaco,모나코
Monbetsu Airport,몬베쓰 공항,MBE,RJEB,아시아,Japan,일본,Monbetsu,몬베쓰
Montbeliard Courcelles Airport,몽벨리아르 쿠첼라 공항,XMF,LFSM,유럽,France,프랑스,Montbeliard,몽벨리어드
Mont-Dauphin-Saint-Crepin Airport,몽도 핀-생크 레핀 공항,SCP,LFNC,유럽,France,프랑스,Saint-Crepin,생크레핀
Monterey Peninsula Airport,몬터레이 페닌슬라 공항,MRY,KMRY,북미,United States,미국,Monterey CA,몬테레이 CA
Montes Claros Airport,몬테클라로스 공항,MOC,SBMK,중남미,Brazil,브라질,Montes Claros,몬테 클라로스
Montichiari Airport ,몬티치아리 공항 ,VBS,LIPO,유럽,Italy,이탈리아,Montichiari,몬티차리
Montreal - Pierre Elliott Trudeau International Airport,몬트리얼 피에르 엘리엇 트루도 국제공항,YUL,CYUL,북미,Canada,캐나다,Montreal QC,몬트리올 QC
Montreal-Mirabel International Airport,미라벨 공항,YMX,CYMX,북미,Canada,캐나다,Montreal QC,몬트리올 QC
Montrose Regional Airport,몬트로즈 지역공항,MTJ,KMTJ,북미,United States,미국,Montrose CO,몬트로즈 CO
Moorabbin Airport,무라빈 공항,MBW,YMMB,대양주,Australia,오스트레일리아,Melbourne,멜버른
Mora Airport,모라 공항,MXX,ESKM,유럽,Sweden,스웨덴,Mora,모라
Moranbah Airport,모란바 공항,MOV,YMRB,대양주,Australia,오스트레일리아,Moranbah,모란바 주
Moree Airport,모리 공항,MRZ,YMOR,대양주,Australia,오스트레일리아,Moree,모레
Morlaix Ploujean Airport,모리아이스 플루쟁 공항,MXN,LFRU,유럽,France,프랑스,Morlaix / Ploujean,몰래익스 / 플라우장
Mornington Island Airport,모닝턴 아일랜드 공항,ONG,YMTI,대양주,Australia,오스트레일리아,Mornington Island,모닝턴 섬
Moruya Airport,모루야 공항,MYA,YMRY,대양주,Australia,오스트레일리아,Moruya,모루야
"Moss Airport, Rygge/Rygge Air Station","모스공항, 리지/라이게 공항",RYG,ENRY,유럽,Norway,노르웨이,Moss,이끼
Mostar International Airport,모스타르 국제공항,OMO,LQMO,유럽,Bosnia and Herzegovina,보스니아 헤르체고비나,Mostar,모스타르
Motu-Mute Airport,모투 무테 공항,BOB,NTTB,대양주,French Plynesia,프랑스령폴리네시아,Bora Bora,보라보라
Moue Airport,모우에 공항,ILP,NWWE,대양주,New Caledonia,뉴칼레도니아,He des Pins,헤데스 핀스
Moulay Ali Cherif Airport,뮬랴이 알리 쉐리프 공항,ERH,GMFK,아프리카,Morocco,모로코,Errachidia,에라키디아
Moulins Montbeugny Airport,물랭-몽베르구니공항,XMU,LFHY,유럽,France,프랑스,Moulins / Montbeugny,물린스 / 몽베우니
Mount Gambier Airport,마운트겜비어 공항,MGB,YMTG,대양주,Australia,오스트레일리아,Limestone Coast,석회암 해안
Mount Isa Airport,마운트이사 공항,ISA,YBMA,대양주,Australia,오스트레일리아,Mount Isa,이사 산
Mount Sinai Airport,마운트 시나이 공항,SKV,HESC,아프리카,Egypt,이집트,St. Catherine,세인트캐서린
Moussa Nakhl Tobias-Bauru/Arealva State Airport,Moussa Nakhl 토비아스-바우루 / Arealva State Airport,JTC,SBAE,중남미,Brazil,브라질,Bauru,바우루
Mpacha Airport,엠파챠 공항,MPA,FYMP,아프리카,Namibia,나미비아,Katima Mulilo,카티마 멀릴로
Mtwara Airport,므타라 공항,MYW,HTMT,아프리카,Tanzania,탄자니아,Mtwara,므트와라
Muan International Airport,무안 국제공항,MWX,RKJB,아시아,Republic of Korea,대한민국,Muan,무안
Mudanjiang Airport,무단장 공항,MDG,ZYMD,아시아,Macao,마카오,Mudanjiang,무단장
Mukah Airport,무카 공항,MKM,WBGK,아시아,Malaysia,말레이시아,Mukah ,무카
Mukhino Airport,무키노 공항,UUD,UIUU,유럽,Russia,러시아,Ulan-Ude,울란우데
Multan International Airport,물탄 국제공항,MUX,OPMT,아시아,Pakistan,파키스탄,Multan,멀탄
Mulu Airport,무루 공항,MZV,WBMU,아시아,Malaysia,말레이시아,Mulu,물루
Mundo Maya International Airport,문도 마야 국제공항,FRS,MGMM,중남미,Guatemala,과테말라,Flores ,플로레스
Munich International Airport,뮌헨 국제공항,MUC,EDDM,유럽,Germany,독일,Munich,뮌헨
Munster Osnabruck International Airport,먼스토 오스나브룩 국제공항,FMO,EDDG,유럽,Germany,독일,Muenster,뮤엔스터
Murmansk Airport,무르만스크 공항,MMK,ULMM,유럽,Russia,러시아,Murmansk,무르만스크
Murtala Muhammed Airport,무탈라 무하메드 공항,LOS,DNMM,아프리카,Nigeria,나이지리아,Lagos,라고스
Mus Airport,무슈 공항,MSR,LTCK,유럽,Turkey,터키,Mus,뮤즈
Mwanza Airport,므완자 공항,MWZ,HTMW,아프리카,Tanzania,탄자니아,Mwanza,음완자
Mykolaiv Airport,미콜라이프 공항,NLV,UKON,유럽,Ukraine,우크라이나,Nikolaev,니콜라예프
Mykonos Island National Airport,미코노스 아일랜드 내셔널 공항,JMK,LGMK,유럽,Greece,그리스,Mikonos,미코노스
Myrtle Beach International Airport,머틀 비치 국제 공항,MYR ,KMYR,북미,United States,미국,Myrtle Beach SC,머틀 비치 SC
Mysore Airport,마이소르 공항,MYQ,VOMY,아시아,India,인도,Mysore,마이소어
Mytilene International Airport ,미틸렌 국제공항 ,MJT,LGMT,유럽,Greece,그리스,Mytilene,미틸렌
N. Kazantzakis Airport,니코스 카잔카키스 공항,HER,LGIR,유럽,Greece,그리스,Heraklion,이라클리온
Nacala Airport,나칼라 공항,MNC,FQNC,아프리카,Mozambique,모잠비크,Nacala,나칼라
Nadi International Airport,나디 국제공항,NAN,NFFN,대양주,Fiji,피지,Nadi,나디
Nador International Airport ,나도르 국제공항,NDR,GMMW,아프리카,Morocco,모로코,Nador,나도르
Nadym Airport,나임 공항,NYM,USMM,유럽,Russia,러시아,Nadym,나딤
Naga Airport,나가 공항,WNP,RPUN,아시아,Philippines,필리핀,Naga,나가
Nagasaki Airport,나가사키 공항,NGS,RJFU,아시아,Japan,일본,Nagasaki,나가사키
Naha Airport,나하 공항,OKA,ROAH,아시아,Japan,일본,Naha,나하
Najran Domestic Airport,네란 국내공항,EAM,OENG,중동,Saudi Arabia,사우디아라비아,Nejran,네즈란
Nakashibetsu Airport,나가시베쓰 공항,SHB,RJCN,아시아,Japan,일본,Nakashibetsu,나카시베쓰
Nakhichevan Airport,나히체반 공항,NAJ,UBBN,아시아,Azerbaijan,아제르바이잔,Nakhchivan,나흐치반
Nakhon Phanom Airport,나콘파놈 공항,KOP,VTUW,아시아,Thailand,태국,Nakhon Phanom,나콘파놈
Nakhon Ratchasima Airport,낙혼랏챠시마 공항,NAK,VTUQ,아시아,Thailand,태국,Nakhon Ratchasima,나콘랏차시마
Nal Airport,나일 공항,BKB,VIBK,아시아,India,인도,Bikaner,비카너
Nampula Airport,남풀라 공항,APL,FQNP,아프리카,Mozambique,모잠비크,Nampula,남풀라
Namsos Airport,남소스 공항,OSY,ENNM,유럽,Norway,노르웨이,Namsos,남소스
Nan Airport,난 공항,NNT,VTCN,아시아,Thailand,태국,Nan,난
Nanaimo Airport,너나이모 공항,YCD,CYCD,북미,Canada,캐나다,Nanaimo BC,나나이모 기원전
Nanchang International Airport,난창 국제공항,KHN,ZSCN,아시아,Macao,마카오,Nanchang,난창
Nanchong Airport,난충 공항,NAO,ZUNC,아시아,Macao,마카오,Nanchong,난충
Nancy Essey Airport,낭시 에시 공항,ENC,LFSN,유럽,France,프랑스,Nancy,낸시
Nanded Airport,난데드 공항,NDC,VAND,아시아,India,인도,Nanded,난드
Nangan Airport,낭안 공항,LZN,RCFG,아시아,Chinese Taipei,대만,Nangan ,난간
Nanjing Lukou International Airport,난징 루쿠 국제공항,NKG,ZSNJ,아시아,Macao,마카오,Nanjing,난징
Nanki-Shirahama Airport,난키 시라하마 공항,SHM,RJBD,아시아,Japan,일본,Shirahama,시라하마
Nanning Wuxu International Airport,난닝 웍슈 국제공항,NNG,ZGNN,아시아,Macao,마카오,Nanning,난닝
Nanping Wuyishan Airport ,난핑 우이산 공항 ,WUS,ZSWY,아시아,Macao,마카오,Wuyishan,우이산
Nantong Xingdong Airport,난퉁 신동 공항,NTG,ZSNT,아시아,Macao,마카오,Nantong,난퉁
Nanyang Airport,난양 공항,NNY,ZHNY,아시아,Macao,마카오,Nanyang,난양
Nanyuan Airport,난유안 공항,NAY,ZBNY,아시아,China,중국,Beijing Nanyuan,베이징 난위안
Naples Airport,나폴리 공항,APF ,KAPF,북미,United States,미국,Naples FL,나폴리 FL
Naples International Airport ,나폴리 국제공항,NAP,LIRN,유럽,Italy,이탈리아,Naples,나폴리
Napoca Airport,나포카 공항,CLJ,LRCL,유럽,Romania,루마니아,Cluj,클루지
Napuka Airport,나푸카 공항,NAU,NTGN,대양주,French Plynesia,프랑스령폴리네시아,Napuka,나푸카
Narathiwat Airport,나라티왓 공항,NAW,VTSC,아시아,Thailand,태국,Narathiwat,나라티왓
Narita Airport,나리타 공항,NRT,RJAA,아시아,Japan,일본,Tokyo,도쿄
Narrandera Airport,나란데라 공항,NRA,YNAR,대양주,Australia,오스트레일리아,Narrandera,나란데라
Nashik Airport,나식 공항,ISK,VAOZ,아시아,India,인도,Nashik ,나시크
Nashville International Airport,내슈빌 국제공항,BNA,KBNA,북미,United States,미국,Nashville TN,내슈빌 TN
Nassau International Airport,나사우 국제공항,NAS,MYNN,중남미,Bahamas,바하마,Nassau,나사우
Natrona County International Airport,내트로나 카운티 국제공항,CPR,KCPR,북미,United States,미국,Casper WY,캐스퍼 WY
Nausori International Airport,나우조리 국제공항,SUV,NFNA,대양주,Fiji,피지,Nausori,나우소리
Navoi International Airport,나보이 국제공항,NVI,UTSA,아시아,Uzbekistan,우즈베키스탄,Navoiy,나보이 주
Nawabshah Airport,나왑샤 공항,WNS,OPNH,아시아,Pakistan,파키스탄,Nawabshah,나왑샤
Naxos Island National Airport,낙소스 아일랜드 내셔널 공항,JNX,LGNX,유럽,Greece,그리스,Naxos,낙소스
Naypyidaw Airport,Naypyidaw 공항,NYT,VYNT,아시아,Myanmar,버마,Naypyidaw,네피도
Ndola Airport,은돌라 공항,NLA,FLND,아프리카,Zambia,잠비아,Ndola,은돌라
Nea Anchialos Airport,네아 안키알로스 공항,VOL,LGBL,유럽,Greece,그리스,Volos,볼로스
Nefta Airport,네플라 공항,TOE,DTTZ,아프리카,Tunisia,튀니지,Tozeur,토저
Neom Airport,네옴 공항,NUM,OENN,중동,Saudi Arabia,사우디아라비아,Neom ,네옴
Netaji Subhas Chandra Airport,네타지 쉽하스 챤드라 공항,CCU,VECC,아시아,India,인도,Calcutta,캘커타
Neuquen Airport,네우켄 공항,NQN,SAZN,중남미,Argentina,아르헨티나,Neuquen,노이켄
Nevers Fourchambault Airport,네버스 포쉠볼트 공항,NVS,LFQG,유럽,France,프랑스,Nevers,네버즈
Nevsehir Kapadokya Airport,네브셰히르 공항,NAV,LTAZ,유럽,Turkey,터키,Nevsehir/Kapadokya,넵세히르/카파도키야
Newark Liberty International Airport,뉴왁 리버티 국제공항,EWR,KEWR,북미,United States,미국,Newark NJ,뉴어크 NJ
Newcastle International Airport,뉴캐슬 국제공항,NCL,EGNT,유럽,United Kingdom,영국,Newcastle,뉴캐슬
Newman Airport,뉴먼 공항,ZNE,YNWN,대양주,Australia,오스트레일리아,Newman,뉴먼
Newport News / Williamsburg International Airport,뉴포트 뉴스 / 윌리암스버그 국제공항,PHF,KPHF,북미,United States,미국,Newport News VA,뉴포트 뉴스 VA
Ngala Airport,응갈라 공항,NGL,FANG,유럽,Russia,러시아,Nogliki ,노글리키
NGaoundere Airport,음 게운데레 공항,NGE,FKKN,아프리카,Cameroon,카메룬,Ngaoundere,응오운데레
Ngari Gunsa Airport,은리군사 공항,NGQ,ZUAL,아시아,Macao,마카오,Ngari,응가리
Ngurah Rai Airport,느구라 라이 공항,DPS,WADD,아시아,Indonesia,인도네시아,Denpasar Bali,덴파사르 발리
Nhulunbuy Airport ,누휼런바이 공항 ,GOV,YPGV,대양주,Australia,오스트레일리아,Nhulunbuy,널룬바이
Niagara Falls International Airport,나이아가라폴스 국제공항,IAG,KIAG,북미,United States,미국,New York NY,뉴욕 뉴욕
Niau Airport,Niau 공항,NIU,NTKN,대양주,French Plynesia,프랑스령폴리네시아,Fakarava,파카라바
Nicolaus Copernicus Airport ,니콜라우스 코페르니쿠스 공항,WRO,EPWR,유럽,Poland,폴란드,Wroclaw,브로츠와프
Niigata Airport,니가타 /키가타 공항,KIJ,RJSN,아시아,Japan,일본,Niigata,니가타
Nikolayevsk-on-Amur Airport,니콜라이에프스-에-아무르 공항,NLI,UHNN,유럽,Russia,러시아,Nikolayevsk-on-Amur,니콜라예프스크온아무르
Nimes-Arles-Camargue-Cevennes Airport ,님 아를 카마규 공항,FNI,LFTW,유럽,France,프랑스,Nimes,님스
Ningbo Lishe International Airport,닝보 리쉬 국제공항,NGB,ZSNB,아시아,Macao,마카오,Ningbo,닝보
Ninglang Luguhu Airport,Ninglang Luguhu 공항,NLH,ZPNL,아시아,Macao,마카오,"Shifoshan, Hongqiao Township","스푸산, 훙차오 진"
Ninoy Aquino International Airport,니노이 아퀴노 국제공항,MNL,RPLL,아시아,Philippines,필리핀,Manila,마닐라
Niort - Souche Airport,니오트 소슈 공항,NIT,LFBN,유럽,France,프랑스,Niort / Souche,니오르 / 수체
Nis Constantine the Great International Airport,니스 국제공항,INI,LYNI,유럽,Serbia and Montenegro,세르비아,Nis,니스
Nizhnevartovsk Airport,니즈네바토브스크 공항,NJC,USNN,유럽,Russia,러시아,Nizhnevartosvsk,니즈네바르토스크
Nogales International Airport,노갈레스 국제공항,NOG,MMNG,중남미,Mexico,멕시코,Nogales,노갈레스
Noi bai International Airport,노이 바이 공항,HAN,VVNB,아시아,Viet Nam,베트남,Ha Noi,하노이
Nordela Airport ,노르델라 공항 ,PDL,LPPD,유럽,Portugal,포르투갈,Ponta Delgada,폰타 델가다
Norfolk International Airport,노퍽 국제공항,ORF,KORF,북미,United States,미국,Norfolk VA,노퍽 VA
Norfolk Island Airport,노포크아일랜드 공항,NLK,YSNF,대양주,Australia,오스트레일리아,Norfolk Island,노퍽 섬
Norilsk Airport,노릴 공항,NSK,UOOO,유럽,Russia,러시아,Noril sk,노릴스크
Norman Manley Airport,노먼 먼레이 공항,KIN,MKJP,중남미,Jamaica,자메이카,Kingston,킹스턴
Norman Y. Mineta San Jose International Airport,노먼 Y. 미네타 산 호세 국제공항,SJC,KSJC,북미,United States,미국,San Jose CA,산호세 CA
North Bay Airport,노스 베이 공항,BRR,EGPR,유럽,United Kingdom,영국,Barra,바라
North Front Airport,노스 프론트 공항,GIB,LXGB,유럽,Spain,스페인,Gibraltar,지브롤터
North Las Vegas Airport,노스 라스베이거스 공항,VGT,KVGT,북미,United States,미국,Las Vegas NV,라스베이거스 NV
North Platte Regional Airport,노스플랫 지역공항,LBF,KLBF,북미,United States,미국,North Platte NE,노스플랫 NE
Northern Peninsula Airport,북부 반도 공항,ABM,YNPE,대양주,Australia,오스트레일리아,Bamaga,바마가
Northwest Arkansas Regional Airport,노스웨스트 아르캔자스 공항,XNA,KXNA,북미,United States,미국,Fayetteville AR,파예트빌 AR
Northwest Florida Beaches International Airport,노스웨스트 플로리다 해변 국제 공항,ECP,KECP,북미,United States,미국,Panama City FL,파나마 시티 FL
Norwich International Airport,노리치 국제공항,NWI,EGSH,유럽,United Kingdom,영국,Norwich,노리치
Noshahr Airport,Noshahr 공항,NSH,OINN,중동,Iran,이란,Noshahr,노샤르
Noto Airport,노토 공항,NTQ,RJNW,아시아,Japan,일본,Wajima,와지마
Notodden Airport,노토덴 공항,NTB,ENNO,유럽,Norway,노르웨이,Notodden,노토덴
